S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,state,constituency,value
217,MOHAMMAD JAWED,Indian National Congress,402470,380,402850,35,Bihar,Kishanganj - 10,S0410
218,DINESH CHANDRA YADAV,Janata Dal  (United),639758,891,640649,52.96,Bihar,Madhepura - 13,S0413
219,ASHOK KUMAR YADAV,Bharatiya Janata Party,552705,723,553428,53.85,Bihar,Madhubani - 6,S046
220,"JANARDAN SINGH ""SIGRIWAL""",Bharatiya Janata Party,527974,1559,529533,52.22,Bihar,Maharajganj - 19,S0419
221,RAJIV RANJAN SINGH ALIAS LALAN SINGH,Janata Dal  (United),547814,2332,550146,48.3,Bihar,Munger - 28,S0428
222,RAJ BHUSHAN CHOUDHARY,Bharatiya Janata Party,618569,1180,619749,55.71,Bihar,Muzaffarpur - 15,S0415
223,KAUSHALENDRA KUMAR,Janata Dal  (United),557054,2368,559422,48.88,Bihar,Nalanda - 29,S0429
224,VIVEK THAKUR,Bharatiya Janata Party,408537,2071,410608,47.2,Bihar,Nawada - 39,S0439
225,DR.SANJAY JAISWAL,Bharatiya Janata Party,578959,1462,580421,53.43,Bihar,Paschim Champaran - 2,S042
226,MISHA BHARTI,Rashtriya Janata Dal,612147,1136,613283,49.86,Bihar,Patliputra - 31,S0431
227,RAVI SHANKAR PRASAD,Bharatiya Janata Party,587212,1058,588270,54.7,Bihar,Patna Sahib - 30,S0430
228,RAJESH RANJAN ALIAS PAPPU YADAV,Independent,566867,689,567556,47.46,Bihar,Purnia - 12,S0412
229,RADHA MOHAN SINGH,Bharatiya Janata Party,540598,1595,542193,50.5,Bihar,Purvi Champaran - 3,S043
230,SHAMBHAVI,Lok Janshakti Party(Ram Vilas),579095,691,579786,52.97,Bihar,Samastipur - 23,S0423
231,RAJIV PRATAP RUDY,Bharatiya Janata Party,470234,1518,471752,46.18,Bihar,Saran - 20,S0420
232,MANOJ KUMAR,Indian National Congress,509977,3027,513004,46.76,Bihar,Sasaram - 34,S0434
233,LOVELY ANAND,Janata Dal  (United),475709,903,476612,45.15,Bihar,Sheohar - 4,S044
234,DEVESH CHANDRA THAKUR,Janata Dal  (United),514940,779,515719,47.14,Bihar,Sitamarhi - 5,S045
235,VIJAYLAKSHMI DEVI,Janata Dal  (United),385625,883,386508,38.73,Bihar,Siwan - 18,S0418
236,DILESHWAR KAMAIT,Janata Dal  (United),592922,2116,595038,48.33,Bihar,Supaul - 8,S048
237,NITYANAND RAI,Bharatiya Janata Party,515159,806,515965,49.51,Bihar,Ujiarpur - 22,S0422
238,VEENA DEVI,Lok Janshakti Party(Ram Vilas),566225,818,567043,48.38,Bihar,Vaishali - 16,S0416
239,SUNIL KUMAR,Janata Dal  (United),522495,927,523422,47.5,Bihar,Valmiki Nagar  - 1,S041
240,PRADEEP KUMAR SINGH,Bharatiya Janata Party,599118,1028,600146,47.91,Bihar,Araria - 9,S049
241,SUDAMA PRASAD,Communist Party of India  (Marxist-Leninist)  (Liberation),526564,2818,529382,48.28,Bihar,Arrah - 32,S0432
242,ABHAY KUMAR SINHA,Rashtriya Janata Dal,463845,1722,465567,49.22,Bihar,Aurangabad - 37,S0437
243,GIRIDHARI YADAV,Janata Dal  (United),505674,1004,506678,49.96,Bihar,Banka - 27,S0427
244,GIRIRAJ SINGH,Bharatiya Janata Party,646912,2419,649331,50.15,Bihar,Begusarai - 24,S0424
245,AJAY KUMAR MANDAL,Janata Dal  (United),534923,1108,536031,50.38,Bihar,Bhagalpur - 26,S0426
246,SUDHAKAR SINGH,Rashtriya Janata Dal,435062,3283,438345,40.82,Bihar,Buxar - 33,S0433
247,GOPAL JEE THAKUR,Bharatiya Janata Party,565706,924,566630,55.33,Bihar,Darbhanga - 14,S0414
248,JITAN RAM MANJHI,Hindustani Awam Morcha (Secular),492732,2228,494960,51.36,Bihar,Gaya - 38,S0438
249,DR. ALOK KUMAR SUMAN,Janata Dal  (United),510329,1537,511866,48.15,Bihar,Gopalganj - 17,S0417
250,CHIRAG PASWAN,Lok Janshakti Party(Ram Vilas),613106,2612,615718,53.29,Bihar,Hajipur - 21,S0421
251,SURENDRA PRASAD YADAV,Rashtriya Janata Dal,440352,2683,443035,47.88,Bihar,Jahanabad - 36,S0436
252,ARUN BHARTI,Lok Janshakti Party(Ram Vilas),508179,867,509046,51.98,Bihar,Jamui - 40,S0440
253,RAMPRIT MANDAL,Janata Dal  (United),532138,894,533032,48.73,Bihar,Jhanjharpur - 7,S047
254,RAJA RAM SINGH,Communist Party of India  (Marxist-Leninist)  (Liberation),378922,1659,380581,36.89,Bihar,Karakat - 35,S0435
255,TARIQ ANWAR,Indian National Congress,565025,2067,567092,48.41,Bihar,Katihar - 11,S0411
256,RAJESH VERMA,Lok Janshakti Party(Ram Vilas),537331,1326,538657,50.73,Bihar,Khagaria - 25,S0425
257,MOHAMMAD JAWED,Indian National Congress,402470,380,402850,35,Bihar,Kishanganj - 10,S0410
258,DINESH CHANDRA YADAV,Janata Dal  (United),639758,891,640649,52.96,Bihar,Madhepura - 13,S0413
259,ASHOK KUMAR YADAV,Bharatiya Janata Party,552705,723,553428,53.85,Bihar,Madhubani - 6,S046
260,"JANARDAN SINGH ""SIGRIWAL""",Bharatiya Janata Party,527974,1559,529533,52.22,Bihar,Maharajganj - 19,S0419
261,RAJIV RANJAN SINGH ALIAS LALAN SINGH,Janata Dal  (United),547814,2332,550146,48.3,Bihar,Munger - 28,S0428
262,RAJ BHUSHAN CHOUDHARY,Bharatiya Janata Party,618569,1180,619749,55.71,Bihar,Muzaffarpur - 15,S0415
263,KAUSHALENDRA KUMAR,Janata Dal  (United),557054,2368,559422,48.88,Bihar,Nalanda - 29,S0429
264,VIVEK THAKUR,Bharatiya Janata Party,408537,2071,410608,47.2,Bihar,Nawada - 39,S0439
265,DR.SANJAY JAISWAL,Bharatiya Janata Party,578959,1462,580421,53.43,Bihar,Paschim Champaran - 2,S042
266,MISHA BHARTI,Rashtriya Janata Dal,612147,1136,613283,49.86,Bihar,Patliputra - 31,S0431
267,RAVI SHANKAR PRASAD,Bharatiya Janata Party,587212,1058,588270,54.7,Bihar,Patna Sahib - 30,S0430
268,RAJESH RANJAN ALIAS PAPPU YADAV,Independent,566867,689,567556,47.46,Bihar,Purnia - 12,S0412
269,RADHA MOHAN SINGH,Bharatiya Janata Party,540598,1595,542193,50.5,Bihar,Purvi Champaran - 3,S043
270,SHAMBHAVI,Lok Janshakti Party(Ram Vilas),579095,691,579786,52.97,Bihar,Samastipur - 23,S0423
271,RAJIV PRATAP RUDY,Bharatiya Janata Party,470234,1518,471752,46.18,Bihar,Saran - 20,S0420
272,MANOJ KUMAR,Indian National Congress,509977,3027,513004,46.76,Bihar,Sasaram - 34,S0434
273,LOVELY ANAND,Janata Dal  (United),475709,903,476612,45.15,Bihar,Sheohar - 4,S044
274,DEVESH CHANDRA THAKUR,Janata Dal  (United),514940,779,515719,47.14,Bihar,Sitamarhi - 5,S045
275,VIJAYLAKSHMI DEVI,Janata Dal  (United),385625,883,386508,38.73,Bihar,Siwan - 18,S0418
276,DILESHWAR KAMAIT,Janata Dal  (United),592922,2116,595038,48.33,Bihar,Supaul - 8,S048
277,NITYANAND RAI,Bharatiya Janata Party,515159,806,515965,49.51,Bihar,Ujiarpur - 22,S0422
278,VEENA DEVI,Lok Janshakti Party(Ram Vilas),566225,818,567043,48.38,Bihar,Vaishali - 16,S0416
279,SUNIL KUMAR,Janata Dal  (United),522495,927,523422,47.5,Bihar,Valmiki Nagar  - 1,S041
280,PRADEEP KUMAR SINGH,Bharatiya Janata Party,599118,1028,600146,47.91,Bihar,Araria - 9,S049
281,SUDAMA PRASAD,Communist Party of India  (Marxist-Leninist)  (Liberation),526564,2818,529382,48.28,Bihar,Arrah - 32,S0432
282,ABHAY KUMAR SINHA,Rashtriya Janata Dal,463845,1722,465567,49.22,Bihar,Aurangabad - 37,S0437
283,GIRIDHARI YADAV,Janata Dal  (United),505674,1004,506678,49.96,Bihar,Banka - 27,S0427
284,GIRIRAJ SINGH,Bharatiya Janata Party,646912,2419,649331,50.15,Bihar,Begusarai - 24,S0424
285,AJAY KUMAR MANDAL,Janata Dal  (United),534923,1108,536031,50.38,Bihar,Bhagalpur - 26,S0426
286,SUDHAKAR SINGH,Rashtriya Janata Dal,435062,3283,438345,40.82,Bihar,Buxar - 33,S0433
287,GOPAL JEE THAKUR,Bharatiya Janata Party,565706,924,566630,55.33,Bihar,Darbhanga - 14,S0414
288,JITAN RAM MANJHI,Hindustani Awam Morcha (Secular),492732,2228,494960,51.36,Bihar,Gaya - 38,S0438
289,DR. ALOK KUMAR SUMAN,Janata Dal  (United),510329,1537,511866,48.15,Bihar,Gopalganj - 17,S0417
290,CHIRAG PASWAN,Lok Janshakti Party(Ram Vilas),613106,2612,615718,53.29,Bihar,Hajipur - 21,S0421
291,SURENDRA PRASAD YADAV,Rashtriya Janata Dal,440352,2683,443035,47.88,Bihar,Jahanabad - 36,S0436
292,ARUN BHARTI,Lok Janshakti Party(Ram Vilas),508179,867,509046,51.98,Bihar,Jamui - 40,S0440
293,RAMPRIT MANDAL,Janata Dal  (United),532138,894,533032,48.73,Bihar,Jhanjharpur - 7,S047
294,RAJA RAM SINGH,Communist Party of India  (Marxist-Leninist)  (Liberation),378922,1659,380581,36.89,Bihar,Karakat - 35,S0435
295,TARIQ ANWAR,Indian National Congress,565025,2067,567092,48.41,Bihar,Katihar - 11,S0411
296,RAJESH VERMA,Lok Janshakti Party(Ram Vilas),537331,1326,538657,50.73,Bihar,Khagaria - 25,S0425
297,MOHAMMAD JAWED,Indian National Congress,402470,380,402850,35,Bihar,Kishanganj - 10,S0410
298,DINESH CHANDRA YADAV,Janata Dal  (United),639758,891,640649,52.96,Bihar,Madhepura - 13,S0413
299,ASHOK KUMAR YADAV,Bharatiya Janata Party,552705,723,553428,53.85,Bihar,Madhubani - 6,S046
300,"JANARDAN SINGH ""SIGRIWAL""",Bharatiya Janata Party,527974,1559,529533,52.22,Bihar,Maharajganj - 19,S0419
301,RAJIV RANJAN SINGH ALIAS LALAN SINGH,Janata Dal  (United),547814,2332,550146,48.3,Bihar,Munger - 28,S0428
302,RAJ BHUSHAN CHOUDHARY,Bharatiya Janata Party,618569,1180,619749,55.71,Bihar,Muzaffarpur - 15,S0415
303,KAUSHALENDRA KUMAR,Janata Dal  (United),557054,2368,559422,48.88,Bihar,Nalanda - 29,S0429
304,VIVEK THAKUR,Bharatiya Janata Party,408537,2071,410608,47.2,Bihar,Nawada - 39,S0439
305,DR.SANJAY JAISWAL,Bharatiya Janata Party,578959,1462,580421,53.43,Bihar,Paschim Champaran - 2,S042
306,MISHA BHARTI,Rashtriya Janata Dal,612147,1136,613283,49.86,Bihar,Patliputra - 31,S0431
307,RAVI SHANKAR PRASAD,Bharatiya Janata Party,587212,1058,588270,54.7,Bihar,Patna Sahib - 30,S0430
308,RAJESH RANJAN ALIAS PAPPU YADAV,Independent,566867,689,567556,47.46,Bihar,Purnia - 12,S0412
309,RADHA MOHAN SINGH,Bharatiya Janata Party,540598,1595,542193,50.5,Bihar,Purvi Champaran - 3,S043
310,SHAMBHAVI,Lok Janshakti Party(Ram Vilas),579095,691,579786,52.97,Bihar,Samastipur - 23,S0423
311,RAJIV PRATAP RUDY,Bharatiya Janata Party,470234,1518,471752,46.18,Bihar,Saran - 20,S0420
312,MANOJ KUMAR,Indian National Congress,509977,3027,513004,46.76,Bihar,Sasaram - 34,S0434
313,LOVELY ANAND,Janata Dal  (United),475709,903,476612,45.15,Bihar,Sheohar - 4,S044
314,DEVESH CHANDRA THAKUR,Janata Dal  (United),514940,779,515719,47.14,Bihar,Sitamarhi - 5,S045
315,VIJAYLAKSHMI DEVI,Janata Dal  (United),385625,883,386508,38.73,Bihar,Siwan - 18,S0418
316,DILESHWAR KAMAIT,Janata Dal  (United),592922,2116,595038,48.33,Bihar,Supaul - 8,S048
317,NITYANAND RAI,Bharatiya Janata Party,515159,806,515965,49.51,Bihar,Ujiarpur - 22,S0422
318,VEENA DEVI,Lok Janshakti Party(Ram Vilas),566225,818,567043,48.38,Bihar,Vaishali - 16,S0416
319,SUNIL KUMAR,Janata Dal  (United),522495,927,523422,47.5,Bihar,Valmiki Nagar  - 1,S041
320,PRADEEP KUMAR SINGH,Bharatiya Janata Party,599118,1028,600146,47.91,Bihar,Araria - 9,S049
321,SUDAMA PRASAD,Communist Party of India  (Marxist-Leninist)  (Liberation),526564,2818,529382,48.28,Bihar,Arrah - 32,S0432
322,ABHAY KUMAR SINHA,Rashtriya Janata Dal,463845,1722,465567,49.22,Bihar,Aurangabad - 37,S0437
323,GIRIDHARI YADAV,Janata Dal  (United),505674,1004,506678,49.96,Bihar,Banka - 27,S0427
324,GIRIRAJ SINGH,Bharatiya Janata Party,646912,2419,649331,50.15,Bihar,Begusarai - 24,S0424
325,AJAY KUMAR MANDAL,Janata Dal  (United),534923,1108,536031,50.38,Bihar,Bhagalpur - 26,S0426
326,SUDHAKAR SINGH,Rashtriya Janata Dal,435062,3283,438345,40.82,Bihar,Buxar - 33,S0433
327,GOPAL JEE THAKUR,Bharatiya Janata Party,565706,924,566630,55.33,Bihar,Darbhanga - 14,S0414
328,JITAN RAM MANJHI,Hindustani Awam Morcha (Secular),492732,2228,494960,51.36,Bihar,Gaya - 38,S0438
329,DR. ALOK KUMAR SUMAN,Janata Dal  (United),510329,1537,511866,48.15,Bihar,Gopalganj - 17,S0417
330,CHIRAG PASWAN,Lok Janshakti Party(Ram Vilas),613106,2612,615718,53.29,Bihar,Hajipur - 21,S0421
331,SURENDRA PRASAD YADAV,Rashtriya Janata Dal,440352,2683,443035,47.88,Bihar,Jahanabad - 36,S0436
332,ARUN BHARTI,Lok Janshakti Party(Ram Vilas),508179,867,509046,51.98,Bihar,Jamui - 40,S0440
333,RAMPRIT MANDAL,Janata Dal  (United),532138,894,533032,48.73,Bihar,Jhanjharpur - 7,S047
334,RAJA RAM SINGH,Communist Party of India  (Marxist-Leninist)  (Liberation),378922,1659,380581,36.89,Bihar,Karakat - 35,S0435
335,TARIQ ANWAR,Indian National Congress,565025,2067,567092,48.41,Bihar,Katihar - 11,S0411
336,RAJESH VERMA,Lok Janshakti Party(Ram Vilas),537331,1326,538657,50.73,Bihar,Khagaria - 25,S0425
337,MOHAMMAD JAWED,Indian National Congress,402470,380,402850,35,Bihar,Kishanganj - 10,S0410
338,DINESH CHANDRA YADAV,Janata Dal  (United),639758,891,640649,52.96,Bihar,Madhepura - 13,S0413
339,ASHOK KUMAR YADAV,Bharatiya Janata Party,552705,723,553428,53.85,Bihar,Madhubani - 6,S046
340,"JANARDAN SINGH ""SIGRIWAL""",Bharatiya Janata Party,527974,1559,529533,52.22,Bihar,Maharajganj - 19,S0419
341,RAJIV RANJAN SINGH ALIAS LALAN SINGH,Janata Dal  (United),547814,2332,550146,48.3,Bihar,Munger - 28,S0428
342,RAJ BHUSHAN CHOUDHARY,Bharatiya Janata Party,618569,1180,619749,55.71,Bihar,Muzaffarpur - 15,S0415
343,KAUSHALENDRA KUMAR,Janata Dal  (United),557054,2368,559422,48.88,Bihar,Nalanda - 29,S0429
344,VIVEK THAKUR,Bharatiya Janata Party,408537,2071,410608,47.2,Bihar,Nawada - 39,S0439
345,DR.SANJAY JAISWAL,Bharatiya Janata Party,578959,1462,580421,53.43,Bihar,Paschim Champaran - 2,S042
346,MISHA BHARTI,Rashtriya Janata Dal,612147,1136,613283,49.86,Bihar,Patliputra - 31,S0431
347,RAVI SHANKAR PRASAD,Bharatiya Janata Party,587212,1058,588270,54.7,Bihar,Patna Sahib - 30,S0430
348,RAJESH RANJAN ALIAS PAPPU YADAV,Independent,566867,689,567556,47.46,Bihar,Purnia - 12,S0412
349,RADHA MOHAN SINGH,Bharatiya Janata Party,540598,1595,542193,50.5,Bihar,Purvi Champaran - 3,S043
350,SHAMBHAVI,Lok Janshakti Party(Ram Vilas),579095,691,579786,52.97,Bihar,Samastipur - 23,S0423
351,RAJIV PRATAP RUDY,Bharatiya Janata Party,470234,1518,471752,46.18,Bihar,Saran - 20,S0420
352,MANOJ KUMAR,Indian National Congress,509977,3027,513004,46.76,Bihar,Sasaram - 34,S0434
353,LOVELY ANAND,Janata Dal  (United),475709,903,476612,45.15,Bihar,Sheohar - 4,S044
354,DEVESH CHANDRA THAKUR,Janata Dal  (United),514940,779,515719,47.14,Bihar,Sitamarhi - 5,S045
355,VIJAYLAKSHMI DEVI,Janata Dal  (United),385625,883,386508,38.73,Bihar,Siwan - 18,S0418
356,DILESHWAR KAMAIT,Janata Dal  (United),592922,2116,595038,48.33,Bihar,Supaul - 8,S048
357,NITYANAND RAI,Bharatiya Janata Party,515159,806,515965,49.51,Bihar,Ujiarpur - 22,S0422
358,VEENA DEVI,Lok Janshakti Party(Ram Vilas),566225,818,567043,48.38,Bihar,Vaishali - 16,S0416
359,SUNIL KUMAR,Janata Dal  (United),522495,927,523422,47.5,Bihar,Valmiki Nagar  - 1,S041
360,PRADEEP KUMAR SINGH,Bharatiya Janata Party,599118,1028,600146,47.91,Bihar,Araria - 9,S049
361,SUDAMA PRASAD,Communist Party of India  (Marxist-Leninist)  (Liberation),526564,2818,529382,48.28,Bihar,Arrah - 32,S0432
362,ABHAY KUMAR SINHA,Rashtriya Janata Dal,463845,1722,465567,49.22,Bihar,Aurangabad - 37,S0437
363,GIRIDHARI YADAV,Janata Dal  (United),505674,1004,506678,49.96,Bihar,Banka - 27,S0427
364,GIRIRAJ SINGH,Bharatiya Janata Party,646912,2419,649331,50.15,Bihar,Begusarai - 24,S0424
365,AJAY KUMAR MANDAL,Janata Dal  (United),534923,1108,536031,50.38,Bihar,Bhagalpur - 26,S0426
366,SUDHAKAR SINGH,Rashtriya Janata Dal,435062,3283,438345,40.82,Bihar,Buxar - 33,S0433
367,GOPAL JEE THAKUR,Bharatiya Janata Party,565706,924,566630,55.33,Bihar,Darbhanga - 14,S0414
368,JITAN RAM MANJHI,Hindustani Awam Morcha (Secular),492732,2228,494960,51.36,Bihar,Gaya - 38,S0438
369,DR. ALOK KUMAR SUMAN,Janata Dal  (United),510329,1537,511866,48.15,Bihar,Gopalganj - 17,S0417
370,CHIRAG PASWAN,Lok Janshakti Party(Ram Vilas),613106,2612,615718,53.29,Bihar,Hajipur - 21,S0421
371,SURENDRA PRASAD YADAV,Rashtriya Janata Dal,440352,2683,443035,47.88,Bihar,Jahanabad - 36,S0436
372,ARUN BHARTI,Lok Janshakti Party(Ram Vilas),508179,867,509046,51.98,Bihar,Jamui - 40,S0440
373,RAMPRIT MANDAL,Janata Dal  (United),532138,894,533032,48.73,Bihar,Jhanjharpur - 7,S047
374,RAJA RAM SINGH,Communist Party of India  (Marxist-Leninist)  (Liberation),378922,1659,380581,36.89,Bihar,Karakat - 35,S0435
375,TARIQ ANWAR,Indian National Congress,565025,2067,567092,48.41,Bihar,Katihar - 11,S0411
376,RAJESH VERMA,Lok Janshakti Party(Ram Vilas),537331,1326,538657,50.73,Bihar,Khagaria - 25,S0425
377,MOHAMMAD JAWED,Indian National Congress,402470,380,402850,35,Bihar,Kishanganj - 10,S0410
378,DINESH CHANDRA YADAV,Janata Dal  (United),639758,891,640649,52.96,Bihar,Madhepura - 13,S0413
379,ASHOK KUMAR YADAV,Bharatiya Janata Party,552705,723,553428,53.85,Bihar,Madhubani - 6,S046
380,"JANARDAN SINGH ""SIGRIWAL""",Bharatiya Janata Party,527974,1559,529533,52.22,Bihar,Maharajganj - 19,S0419
381,RAJIV RANJAN SINGH ALIAS LALAN SINGH,Janata Dal  (United),547814,2332,550146,48.3,Bihar,Munger - 28,S0428
382,RAJ BHUSHAN CHOUDHARY,Bharatiya Janata Party,618569,1180,619749,55.71,Bihar,Muzaffarpur - 15,S0415
383,KAUSHALENDRA KUMAR,Janata Dal  (United),557054,2368,559422,48.88,Bihar,Nalanda - 29,S0429
384,VIVEK THAKUR,Bharatiya Janata Party,408537,2071,410608,47.2,Bihar,Nawada - 39,S0439
385,DR.SANJAY JAISWAL,Bharatiya Janata Party,578959,1462,580421,53.43,Bihar,Paschim Champaran - 2,S042
386,MISHA BHARTI,Rashtriya Janata Dal,612147,1136,613283,49.86,Bihar,Patliputra - 31,S0431
387,RAVI SHANKAR PRASAD,Bharatiya Janata Party,587212,1058,588270,54.7,Bihar,Patna Sahib - 30,S0430
388,RAJESH RANJAN ALIAS PAPPU YADAV,Independent,566867,689,567556,47.46,Bihar,Purnia - 12,S0412
389,RADHA MOHAN SINGH,Bharatiya Janata Party,540598,1595,542193,50.5,Bihar,Purvi Champaran - 3,S043
390,SHAMBHAVI,Lok Janshakti Party(Ram Vilas),579095,691,579786,52.97,Bihar,Samastipur - 23,S0423
391,RAJIV PRATAP RUDY,Bharatiya Janata Party,470234,1518,471752,46.18,Bihar,Saran - 20,S0420
392,MANOJ KUMAR,Indian National Congress,509977,3027,513004,46.76,Bihar,Sasaram - 34,S0434
393,LOVELY ANAND,Janata Dal  (United),475709,903,476612,45.15,Bihar,Sheohar - 4,S044
394,DEVESH CHANDRA THAKUR,Janata Dal  (United),514940,779,515719,47.14,Bihar,Sitamarhi - 5,S045
395,VIJAYLAKSHMI DEVI,Janata Dal  (United),385625,883,386508,38.73,Bihar,Siwan - 18,S0418
396,DILESHWAR KAMAIT,Janata Dal  (United),592922,2116,595038,48.33,Bihar,Supaul - 8,S048
397,NITYANAND RAI,Bharatiya Janata Party,515159,806,515965,49.51,Bihar,Ujiarpur - 22,S0422
398,VEENA DEVI,Lok Janshakti Party(Ram Vilas),566225,818,567043,48.38,Bihar,Vaishali - 16,S0416
399,SUNIL KUMAR,Janata Dal  (United),522495,927,523422,47.5,Bihar,Valmiki Nagar  - 1,S041
400,PRADEEP KUMAR SINGH,Bharatiya Janata Party,599118,1028,600146,47.91,Bihar,Araria - 9,S049
401,SUDAMA PRASAD,Communist Party of India  (Marxist-Leninist)  (Liberation),526564,2818,529382,48.28,Bihar,Arrah - 32,S0432
402,ABHAY KUMAR SINHA,Rashtriya Janata Dal,463845,1722,465567,49.22,Bihar,Aurangabad - 37,S0437
403,GIRIDHARI YADAV,Janata Dal  (United),505674,1004,506678,49.96,Bihar,Banka - 27,S0427
404,GIRIRAJ SINGH,Bharatiya Janata Party,646912,2419,649331,50.15,Bihar,Begusarai - 24,S0424
405,AJAY KUMAR MANDAL,Janata Dal  (United),534923,1108,536031,50.38,Bihar,Bhagalpur - 26,S0426
406,SUDHAKAR SINGH,Rashtriya Janata Dal,435062,3283,438345,40.82,Bihar,Buxar - 33,S0433
407,GOPAL JEE THAKUR,Bharatiya Janata Party,565706,924,566630,55.33,Bihar,Darbhanga - 14,S0414
408,JITAN RAM MANJHI,Hindustani Awam Morcha (Secular),492732,2228,494960,51.36,Bihar,Gaya - 38,S0438
409,DR. ALOK KUMAR SUMAN,Janata Dal  (United),510329,1537,511866,48.15,Bihar,Gopalganj - 17,S0417
410,CHIRAG PASWAN,Lok Janshakti Party(Ram Vilas),613106,2612,615718,53.29,Bihar,Hajipur - 21,S0421
411,SURENDRA PRASAD YADAV,Rashtriya Janata Dal,440352,2683,443035,47.88,Bihar,Jahanabad - 36,S0436
412,ARUN BHARTI,Lok Janshakti Party(Ram Vilas),508179,867,509046,51.98,Bihar,Jamui - 40,S0440
413,RAMPRIT MANDAL,Janata Dal  (United),532138,894,533032,48.73,Bihar,Jhanjharpur - 7,S047
414,RAJA RAM SINGH,Communist Party of India  (Marxist-Leninist)  (Liberation),378922,1659,380581,36.89,Bihar,Karakat - 35,S0435
415,TARIQ ANWAR,Indian National Congress,565025,2067,567092,48.41,Bihar,Katihar - 11,S0411
416,RAJESH VERMA,Lok Janshakti Party(Ram Vilas),537331,1326,538657,50.73,Bihar,Khagaria - 25,S0425
417,MOHAMMAD JAWED,Indian National Congress,402470,380,402850,35,Bihar,Kishanganj - 10,S0410
418,DINESH CHANDRA YADAV,Janata Dal  (United),639758,891,640649,52.96,Bihar,Madhepura - 13,S0413
419,ASHOK KUMAR YADAV,Bharatiya Janata Party,552705,723,553428,53.85,Bihar,Madhubani - 6,S046
420,"JANARDAN SINGH ""SIGRIWAL""",Bharatiya Janata Party,527974,1559,529533,52.22,Bihar,Maharajganj - 19,S0419
421,RAJIV RANJAN SINGH ALIAS LALAN SINGH,Janata Dal  (United),547814,2332,550146,48.3,Bihar,Munger - 28,S0428
422,RAJ BHUSHAN CHOUDHARY,Bharatiya Janata Party,618569,1180,619749,55.71,Bihar,Muzaffarpur - 15,S0415
423,KAUSHALENDRA KUMAR,Janata Dal  (United),557054,2368,559422,48.88,Bihar,Nalanda - 29,S0429
424,VIVEK THAKUR,Bharatiya Janata Party,408537,2071,410608,47.2,Bihar,Nawada - 39,S0439
425,DR.SANJAY JAISWAL,Bharatiya Janata Party,578959,1462,580421,53.43,Bihar,Paschim Champaran - 2,S042
426,MISHA BHARTI,Rashtriya Janata Dal,612147,1136,613283,49.86,Bihar,Patliputra - 31,S0431
427,RAVI SHANKAR PRASAD,Bharatiya Janata Party,587212,1058,588270,54.7,Bihar,Patna Sahib - 30,S0430
428,RAJESH RANJAN ALIAS PAPPU YADAV,Independent,566867,689,567556,47.46,Bihar,Purnia - 12,S0412
429,RADHA MOHAN SINGH,Bharatiya Janata Party,540598,1595,542193,50.5,Bihar,Purvi Champaran - 3,S043
430,SHAMBHAVI,Lok Janshakti Party(Ram Vilas),579095,691,579786,52.97,Bihar,Samastipur - 23,S0423
431,RAJIV PRATAP RUDY,Bharatiya Janata Party,470234,1518,471752,46.18,Bihar,Saran - 20,S0420
432,MANOJ KUMAR,Indian National Congress,509977,3027,513004,46.76,Bihar,Sasaram - 34,S0434
433,LOVELY ANAND,Janata Dal  (United),475709,903,476612,45.15,Bihar,Sheohar - 4,S044
434,DEVESH CHANDRA THAKUR,Janata Dal  (United),514940,779,515719,47.14,Bihar,Sitamarhi - 5,S045
435,VIJAYLAKSHMI DEVI,Janata Dal  (United),385625,883,386508,38.73,Bihar,Siwan - 18,S0418
436,DILESHWAR KAMAIT,Janata Dal  (United),592922,2116,595038,48.33,Bihar,Supaul - 8,S048
437,NITYANAND RAI,Bharatiya Janata Party,515159,806,515965,49.51,Bihar,Ujiarpur - 22,S0422
438,VEENA DEVI,Lok Janshakti Party(Ram Vilas),566225,818,567043,48.38,Bihar,Vaishali - 16,S0416
439,SUNIL KUMAR,Janata Dal  (United),522495,927,523422,47.5,Bihar,Valmiki Nagar  - 1,S041
440,PRADEEP KUMAR SINGH,Bharatiya Janata Party,599118,1028,600146,47.91,Bihar,Araria - 9,S049
441,SUDAMA PRASAD,Communist Party of India  (Marxist-Leninist)  (Liberation),526564,2818,529382,48.28,Bihar,Arrah - 32,S0432
442,ABHAY KUMAR SINHA,Rashtriya Janata Dal,463845,1722,465567,49.22,Bihar,Aurangabad - 37,S0437
443,GIRIDHARI YADAV,Janata Dal  (United),505674,1004,506678,49.96,Bihar,Banka - 27,S0427
444,GIRIRAJ SINGH,Bharatiya Janata Party,646912,2419,649331,50.15,Bihar,Begusarai - 24,S0424
445,AJAY KUMAR MANDAL,Janata Dal  (United),534923,1108,536031,50.38,Bihar,Bhagalpur - 26,S0426
446,SUDHAKAR SINGH,Rashtriya Janata Dal,435062,3283,438345,40.82,Bihar,Buxar - 33,S0433
447,GOPAL JEE THAKUR,Bharatiya Janata Party,565706,924,566630,55.33,Bihar,Darbhanga - 14,S0414
448,JITAN RAM MANJHI,Hindustani Awam Morcha (Secular),492732,2228,494960,51.36,Bihar,Gaya - 38,S0438
449,DR. ALOK KUMAR SUMAN,Janata Dal  (United),510329,1537,511866,48.15,Bihar,Gopalganj - 17,S0417
